dev-clean/2086/149220/2086_149220_000049_000000,2.86000,0.47000,query/asleep/2086_149220_000049_000000
dev-clean/7976/110523/7976_110523_000016_000001,4.93000,0.43000,query/asleep/7976_110523_000016_000001
dev-clean/7976/110124/7976_110124_000032_000002,2.10000,0.47000,query/asleep/7976_110124_000032_000002
dev-clean/3170/137482/3170_137482_000022_000006,8.37000,0.43000,query/asleep/3170_137482_000022_000006
dev-clean/1993/147966/1993_147966_000020_000003,0.86000,0.48000,query/asleep/1993_147966_000020_000003
dev-clean/6345/64257/6345_64257_000005_000005,0.92000,0.51000,query/asleep/6345_64257_000005_000005
dev-clean/5694/64038/5694_64038_000011_000001,5.27000,0.56000,query/asleep/5694_64038_000011_000001
dev-clean/84/121550/84_121550_000234_000000,4.03000,0.54000,query/asleep/84_121550_000234_000000
dev-clean/6319/64726/6319_64726_000015_000010,7.69000,0.48000,query/asleep/6319_64726_000015_000010
dev-clean/6319/64726/6319_64726_000015_000011,4.84000,0.52000,query/asleep/6319_64726_000015_000011
dev-clean/6319/64726/6319_64726_000015_000008,1.62000,0.48000,query/asleep/6319_64726_000015_000008
dev-clean/2803/154328/2803_154328_000042_000001,2.60000,0.58000,query/asleep/2803_154328_000042_000001
dev-clean/174/50561/174_50561_000058_000000,5.16000,0.50000,query/asleep/174_50561_000058_000000
dev-clean/251/136532/251_136532_000019_000006,6.18000,0.55000,query/asleep/251_136532_000019_000006
dev-clean/1272/141231/1272_141231_000019_000001,4.43000,0.45000,query/asleep/1272_141231_000019_000001
dev-clean/2035/147961/2035_147961_000014_000001,4.70000,0.54000,query/asleep/2035_147961_000014_000001
dev-clean/6313/76958/6313_76958_000021_000001,5.63000,0.39000,query/asleep/6313_76958_000021_000001
dev-clean/6313/76958/6313_76958_000041_000000,1.68000,0.44000,query/asleep/6313_76958_000041_000000
dev-clean/7850/281318/7850_281318_000029_000002,7.06000,0.48000,query/asleep/7850_281318_000029_000002
dev-clean/2086/149220/2086_149220_000021_000000,5.64000,0.46000,query/struck/2086_149220_000021_000000
dev-clean/1462/170142/1462_170142_000022_000000,8.24000,0.36000,query/struck/1462_170142_000022_000000
dev-clean/7976/110124/7976_110124_000052_000002,0.17000,0.37000,query/struck/7976_110124_000052_000002
dev-clean/3170/137482/3170_137482_000036_000000,1.48000,0.36000,query/struck/3170_137482_000036_000000
dev-clean/6345/93306/6345_93306_000011_000000,1.14000,0.30000,query/struck/6345_93306_000011_000000
dev-clean/6345/64257/6345_64257_000014_000000,4.93000,0.36000,query/struck/6345_64257_000014_000000
dev-clean/5694/64029/5694_64029_000022_000003,4.19000,0.33000,query/struck/5694_64029_000022_000003
dev-clean/6319/275224/6319_275224_000023_000002,4.81000,0.49000,query/struck/6319_275224_000023_000002
dev-clean/2803/154328/2803_154328_000025_000000,0.83000,0.41000,query/struck/2803_154328_000025_000000
dev-clean/1988/147956/1988_147956_000015_000003,2.53000,0.34000,query/struck/1988_147956_000015_000003
dev-clean/3752/4943/3752_4943_000033_000000,5.20000,0.41000,query/struck/3752_4943_000033_000000
dev-clean/5895/34622/5895_34622_000018_000001,1.73000,0.35000,query/struck/5895_34622_000018_000001
dev-clean/2412/153954/2412_153954_000005_000005,5.23000,0.29000,query/struck/2412_153954_000005_000005
dev-clean/2035/147960/2035_147960_000005_000013,2.68000,0.34000,query/struck/2035_147960_000005_000013
dev-clean/2035/147960/2035_147960_000005_000014,0.13000,0.39000,query/struck/2035_147960_000005_000014
dev-clean/6313/66125/6313_66125_000087_000000,7.40000,0.31000,query/struck/6313_66125_000087_000000
dev-clean/6313/76958/6313_76958_000049_000000,4.37000,0.32000,query/struck/6313_76958_000049_000000
dev-clean/2086/149220/2086_149220_000044_000000,0.69000,0.32000,query/replied/2086_149220_000044_000000
dev-clean/2086/149220/2086_149220_000020_000000,0.89000,0.54000,query/replied/2086_149220_000020_000000
dev-clean/2086/149220/2086_149220_000027_000000,2.74000,0.40000,query/replied/2086_149220_000027_000000
dev-clean/6241/61943/6241_61943_000032_000000,1.01000,0.56000,query/replied/6241_61943_000032_000000
dev-clean/6241/66616/6241_66616_000009_000001,1.03000,0.36000,query/replied/6241_66616_000009_000001
dev-clean/6241/61946/6241_61946_000045_000000,0.99000,0.39000,query/replied/6241_61946_000045_000000
dev-clean/1462/170138/1462_170138_000022_000003,0.71000,0.52000,query/replied/1462_170138_000022_000003
dev-clean/7976/110523/7976_110523_000008_000000,0.94000,0.41000,query/replied/7976_110523_000008_000000
dev-clean/7976/110523/7976_110523_000036_000001,0.28000,0.42000,query/replied/7976_110523_000036_000001
dev-clean/7976/110124/7976_110124_000048_000000,1.11000,0.41000,query/replied/7976_110124_000048_000000
dev-clean/7976/110124/7976_110124_000046_000000,1.82000,0.40000,query/replied/7976_110124_000046_000000
dev-clean/7976/110124/7976_110124_000051_000000,2.05000,0.37000,query/replied/7976_110124_000051_000000
dev-clean/84/121123/84_121123_000030_000000,0.65000,0.38000,query/replied/84_121123_000030_000000
dev-clean/84/121123/84_121123_000027_000000,0.78000,0.39000,query/replied/84_121123_000027_000000
dev-clean/84/121123/84_121123_000052_000000,0.68000,0.40000,query/replied/84_121123_000052_000000
dev-clean/3536/23268/3536_23268_000028_000000,4.18000,0.40000,query/replied/3536_23268_000028_000000
dev-clean/3536/8226/3536_8226_000029_000000,1.62000,0.63000,query/replied/3536_8226_000029_000000
dev-clean/5338/284437/5338_284437_000020_000000,1.74000,0.49000,query/replied/5338_284437_000020_000000
dev-clean/6319/275224/6319_275224_000026_000000,2.77000,0.53000,query/replied/6319_275224_000026_000000
dev-clean/6319/275224/6319_275224_000019_000000,4.69000,0.68000,query/replied/6319_275224_000019_000000
dev-clean/2803/154320/2803_154320_000010_000000,1.64000,0.51000,query/replied/2803_154320_000010_000000
dev-clean/3752/4944/3752_4944_000057_000000,0.75000,0.47000,query/replied/3752_4944_000057_000000
dev-clean/5895/34629/5895_34629_000044_000000,1.13000,0.44000,query/replied/5895_34629_000044_000000
dev-clean/251/137823/251_137823_000065_000001,1.71000,0.62000,query/replied/251_137823_000065_000001
dev-clean/251/137823/251_137823_000003_000000,6.12000,0.53000,query/replied/251_137823_000003_000000
dev-clean/6295/244435/6295_244435_000032_000000,1.13000,0.39000,query/replied/6295_244435_000032_000000
dev-clean/1272/135031/1272_135031_000005_000000,1.43000,0.62000,query/replied/1272_135031_000005_000000
dev-clean/1272/135031/1272_135031_000035_000001,1.47000,0.47000,query/replied/1272_135031_000035_000001
dev-clean/8297/275155/8297_275155_000009_000000,2.60000,0.63000,query/replied/8297_275155_000009_000000
dev-clean/6313/66125/6313_66125_000048_000000,1.65000,0.42000,query/replied/6313_66125_000048_000000
dev-clean/6313/66129/6313_66129_000077_000000,0.67000,0.47000,query/replied/6313_66129_000077_000000
dev-clean/2086/149220/2086_149220_000028_000000,4.82000,0.46000,query/exactly/2086_149220_000028_000000
dev-clean/3170/137482/3170_137482_000010_000004,7.03000,0.45000,query/exactly/3170_137482_000010_000004
dev-clean/2277/149874/2277_149874_000030_000008,6.59000,0.48000,query/exactly/2277_149874_000030_000008
dev-clean/2277/149874/2277_149874_000030_000009,2.40000,0.46000,query/exactly/2277_149874_000030_000009
dev-clean/1993/147964/1993_147964_000008_000000,1.42000,0.74000,query/exactly/1993_147964_000008_000000
dev-clean/6345/93302/6345_93302_000036_000006,0.83000,0.71000,query/exactly/6345_93302_000036_000006
dev-clean/2428/83705/2428_83705_000026_000000,0.57000,0.59000,query/exactly/2428_83705_000026_000000
dev-clean/2902/9008/2902_9008_000048_000003,2.31000,0.58000,query/exactly/2902_9008_000048_000003
dev-clean/1272/135031/1272_135031_000041_000000,0.24000,0.69000,query/exactly/1272_135031_000041_000000
dev-clean/8297/275155/8297_275155_000028_000000,0.03000,0.69000,query/exactly/8297_275155_000028_000000
dev-clean/7850/73752/7850_73752_000009_000000,0.16000,0.49000,query/exactly/7850_73752_000009_000000
dev-clean/2086/149220/2086_149220_000006_000012,5.03000,0.49000,query/family/2086_149220_000006_000012
dev-clean/2086/149220/2086_149220_000014_000001,3.78000,0.36000,query/family/2086_149220_000014_000001
dev-clean/3170/137482/3170_137482_000010_000005,5.79000,0.55000,query/family/3170_137482_000010_000005
dev-clean/3170/137482/3170_137482_000012_000000,3.28000,0.54000,query/family/3170_137482_000012_000000
dev-clean/2277/149897/2277_149897_000037_000001,0.91000,0.30000,query/family/2277_149897_000037_000001
dev-clean/2277/149897/2277_149897_000040_000009,2.03000,0.26000,query/family/2277_149897_000040_000009
dev-clean/1993/147964/1993_147964_000005_000006,1.47000,0.36000,query/family/1993_147964_000005_000006
dev-clean/1993/147965/1993_147965_000003_000001,4.14000,0.49000,query/family/1993_147965_000003_000001
dev-clean/2428/83699/2428_83699_000006_000000,2.20000,0.50000,query/family/2428_83699_000006_000000
dev-clean/2428/83699/2428_83699_000009_000004,2.79000,0.49000,query/family/2428_83699_000009_000004
dev-clean/2428/83699/2428_83699_000010_000001,2.96000,0.41000,query/family/2428_83699_000010_000001
dev-clean/2428/83699/2428_83699_000013_000001,0.94000,0.35000,query/family/2428_83699_000013_000001
dev-clean/2428/83699/2428_83699_000014_000007,0.84000,0.48000,query/family/2428_83699_000014_000007
dev-clean/2428/83705/2428_83705_000009_000003,6.70000,0.48000,query/family/2428_83705_000009_000003
dev-clean/2428/83705/2428_83705_000006_000004,11.30000,0.59000,query/family/2428_83705_000006_000004
dev-clean/2428/83705/2428_83705_000020_000001,0.97000,0.71000,query/family/2428_83705_000020_000001
dev-clean/2428/83705/2428_83705_000038_000002,4.11000,0.52000,query/family/2428_83705_000038_000002
dev-clean/5338/24615/5338_24615_000002_000003,7.12000,0.41000,query/family/5338_24615_000002_000003
dev-clean/6319/64726/6319_64726_000013_000000,4.79000,0.55000,query/family/6319_64726_000013_000000
dev-clean/3752/4943/3752_4943_000003_000007,1.60000,0.51000,query/family/3752_4943_000003_000007
dev-clean/251/118436/251_118436_000023_000002,7.93000,0.57000,query/family/251_118436_000023_000002
dev-clean/2902/9006/2902_9006_000023_000002,1.55000,0.65000,query/family/2902_9006_000023_000002
dev-clean/5536/43363/5536_43363_000002_000001,6.85000,0.44000,query/family/5536_43363_000002_000001
dev-clean/5536/43363/5536_43363_000003_000001,0.22000,0.34000,query/family/5536_43363_000003_000001
dev-clean/5536/43359/5536_43359_000015_000000,0.16000,0.34000,query/family/5536_43359_000015_000000
dev-clean/5536/43359/5536_43359_000017_000003,0.47000,0.40000,query/family/5536_43359_000017_000003
dev-clean/5536/43359/5536_43359_000001_000001,0.13000,0.44000,query/family/5536_43359_000001_000001
dev-clean/1272/128104/1272_128104_000005_000013,11.47000,0.54000,query/family/1272_128104_000005_000013
dev-clean/8297/275154/8297_275154_000036_000001,15.60000,0.61000,query/family/8297_275154_000036_000001
dev-clean/7850/286674/7850_286674_000001_000002,1.81000,0.38000,query/family/7850_286674_000001_000002
dev-clean/7850/111771/7850_111771_000013_000001,10.10000,0.56000,query/family/7850_111771_000013_000001
dev-clean/2086/149220/2086_149220_000006_000012,13.33000,0.39000,query/prince/2086_149220_000006_000012
dev-clean/6241/61943/6241_61943_000010_000001,3.33000,0.28000,query/prince/6241_61943_000010_000001
dev-clean/1993/147966/1993_147966_000014_000005,1.27000,0.38000,query/prince/1993_147966_000014_000005
dev-clean/6319/64726/6319_64726_000013_000004,0.14000,0.41000,query/prince/6319_64726_000013_000004
dev-clean/6319/64726/6319_64726_000016_000000,0.88000,0.51000,query/prince/6319_64726_000016_000000
dev-clean/6319/64726/6319_64726_000017_000002,0.44000,0.43000,query/prince/6319_64726_000017_000002
dev-clean/6319/64726/6319_64726_000015_000000,0.38000,0.41000,query/prince/6319_64726_000015_000000
dev-clean/6319/64726/6319_64726_000018_000002,1.33000,0.54000,query/prince/6319_64726_000018_000002
dev-clean/6319/64726/6319_64726_000018_000002,15.72000,0.46000,query/prince/6319_64726_000018_000002
dev-clean/6319/64726/6319_64726_000018_000000,2.57000,0.43000,query/prince/6319_64726_000018_000000
dev-clean/6319/64726/6319_64726_000016_000002,0.12000,0.42000,query/prince/6319_64726_000016_000002
dev-clean/251/118436/251_118436_000027_000001,3.97000,0.34000,query/prince/251_118436_000027_000001
dev-clean/2035/152373/2035_152373_000009_000005,0.25000,0.64000,query/prince/2035_152373_000009_000005
dev-clean/2035/152373/2035_152373_000006_000000,2.71000,0.41000,query/prince/2035_152373_000006_000000
dev-clean/2035/152373/2035_152373_000006_000000,8.88000,0.41000,query/prince/2035_152373_000006_000000
dev-clean/2035/152373/2035_152373_000010_000008,6.07000,0.34000,query/prince/2035_152373_000010_000008
dev-clean/2086/149220/2086_149220_000011_000001,5.89000,0.40000,query/drawing/2086_149220_000011_000001
dev-clean/3000/15664/3000_15664_000028_000000,14.21000,0.43000,query/drawing/3000_15664_000028_000000
dev-clean/1462/170142/1462_170142_000026_000000,1.60000,0.34000,query/drawing/1462_170142_000026_000000
dev-clean/84/121550/84_121550_000256_000000,2.30000,0.46000,query/drawing/84_121550_000256_000000
dev-clean/2803/161169/2803_161169_000009_000003,4.95000,0.53000,query/drawing/2803_161169_000009_000003
dev-clean/3752/4944/3752_4944_000056_000000,4.52000,0.38000,query/drawing/3752_4944_000056_000000
dev-clean/3752/4943/3752_4943_000006_000000,2.42000,0.43000,query/drawing/3752_4943_000006_000000
dev-clean/5895/34622/5895_34622_000028_000000,19.34000,0.40000,query/drawing/5895_34622_000028_000000
dev-clean/5895/34622/5895_34622_000011_000003,1.66000,0.33000,query/drawing/5895_34622_000011_000003
dev-clean/2902/9006/2902_9006_000022_000002,7.09000,0.42000,query/drawing/2902_9006_000022_000002
dev-clean/6313/66125/6313_66125_000050_000000,7.45000,0.41000,query/drawing/6313_66125_000050_000000
dev-clean/6313/76958/6313_76958_000093_000000,1.67000,0.36000,query/drawing/6313_76958_000093_000000
dev-clean/2086/149220/2086_149220_000013_000000,2.67000,0.24000,query/learned/2086_149220_000013_000000
dev-clean/7976/105575/7976_105575_000020_000002,2.33000,0.22000,query/learned/7976_105575_000020_000002
dev-clean/3170/137482/3170_137482_000043_000000,9.79000,0.52000,query/learned/3170_137482_000043_000000
dev-clean/3170/137482/3170_137482_000045_000001,3.13000,0.45000,query/learned/3170_137482_000045_000001
dev-clean/5694/64038/5694_64038_000024_000025,0.64000,0.29000,query/learned/5694_64038_000024_000025
dev-clean/6319/64726/6319_64726_000011_000000,10.50000,0.27000,query/learned/6319_64726_000011_000000
dev-clean/174/168635/174_168635_000038_000001,7.21000,0.30000,query/learned/174_168635_000038_000001
dev-clean/251/136532/251_136532_000023_000002,10.41000,0.33000,query/learned/251_136532_000023_000002
dev-clean/251/136532/251_136532_000024_000002,2.84000,0.50000,query/learned/251_136532_000024_000002
dev-clean/251/136532/251_136532_000001_000001,1.87000,0.38000,query/learned/251_136532_000001_000001
dev-clean/1673/143396/1673_143396_000014_000007,0.59000,0.33000,query/learned/1673_143396_000014_000007
dev-clean/2035/152373/2035_152373_000010_000005,0.16000,0.28000,query/learned/2035_152373_000010_000005
dev-clean/2035/147961/2035_147961_000031_000003,2.82000,0.36000,query/learned/2035_147961_000031_000003
dev-clean/7850/281318/7850_281318_000030_000002,9.26000,0.33000,query/learned/7850_281318_000030_000002
dev-clean/2086/149220/2086_149220_000011_000000,0.30000,0.46000,query/quickly/2086_149220_000011_000000
dev-clean/3081/166546/3081_166546_000028_000002,0.39000,0.37000,query/quickly/3081_166546_000028_000002
dev-clean/2078/142845/2078_142845_000076_000001,10.92000,0.64000,query/quickly/2078_142845_000076_000001
dev-clean/1462/170145/1462_170145_000004_000003,1.39000,0.50000,query/quickly/1462_170145_000004_000003
dev-clean/3853/163249/3853_163249_000049_000000,1.68000,0.46000,query/quickly/3853_163249_000049_000000
dev-clean/7976/110124/7976_110124_000052_000000,0.18000,0.40000,query/quickly/7976_110124_000052_000000
dev-clean/2277/149897/2277_149897_000006_000002,2.31000,0.52000,query/quickly/2277_149897_000006_000002
dev-clean/6345/93306/6345_93306_000009_000001,0.55000,0.48000,query/quickly/6345_93306_000009_000001
dev-clean/5694/64029/5694_64029_000013_000001,0.03000,0.25000,query/quickly/5694_64029_000013_000001
dev-clean/3536/8226/3536_8226_000021_000013,4.83000,0.55000,query/quickly/3536_8226_000021_000013
dev-clean/5338/284437/5338_284437_000032_000000,1.56000,0.52000,query/quickly/5338_284437_000032_000000
dev-clean/2803/154328/2803_154328_000080_000000,0.55000,0.64000,query/quickly/2803_154328_000080_000000
dev-clean/2803/154328/2803_154328_000030_000000,9.62000,0.71000,query/quickly/2803_154328_000030_000000
dev-clean/5536/43363/5536_43363_000024_000000,0.37000,0.34000,query/quickly/5536_43363_000024_000000
dev-clean/5536/43358/5536_43358_000017_000002,6.41000,0.38000,query/quickly/5536_43358_000017_000002
dev-clean/1272/141231/1272_141231_000018_000001,2.61000,0.50000,query/quickly/1272_141231_000018_000001
dev-clean/1919/142785/1919_142785_000131_000002,8.34000,0.49000,query/quickly/1919_142785_000131_000002
dev-clean/2035/147961/2035_147961_000013_000005,0.00000,0.45000,query/quickly/2035_147961_000013_000005
dev-clean/6313/66125/6313_66125_000027_000000,0.62000,0.37000,query/quickly/6313_66125_000027_000000
dev-clean/6313/66129/6313_66129_000055_000000,3.29000,0.30000,query/quickly/6313_66129_000055_000000
dev-clean/6313/66129/6313_66129_000052_000001,1.25000,0.35000,query/quickly/6313_66129_000052_000001
